STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL PERCENT,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
768,GA,Georgia,7,n/a,,,,,District Votes:,,"40,945",,,,"173,669",,,,,,,
769,GA,Georgia,,n/a,,,,,,,,,,,,,,,,,,
770,GA,Georgia,8,H0GA08099,(I),James Austin,Scott,"Scott, James Austin",,R,"36,073","100,00%",,,"129,938","99,91%",,,,,W,
771,GA,Georgia,8,n/a,,,,,Party Votes:,R,"36,073",,,,,,,,,,,
772,GA,Georgia,8,H8GA08035,,Ronald L.,Cain,,,W,,,,,119,"0,09%",,,,,,
773,GA,Georgia,8,n/a,,,,,District Votes:,,"36,073",,,,"130,057",,,,,,,
774,GA,Georgia,,n/a,,,,,,,,,,,,,,,,,,
775,GA,Georgia,9,H2GA09150,(I),"Douglas Allen ""Doug""",Collins,"Collins, Douglas Allen ""Doug""",,R,"49,951","80,22%",,,"146,059","80,67%",,,,,W,
776,GA,Georgia,9,H4GA09065,,"Bernard A. ""Bernie""",Fontaine,"Fontaine, Bernard A. ""Bernie""",,R,"12,315","19,78%",,,,,,,,,,
777,GA,Georgia,9,n/a,,,,,Party Votes:,R,"62,266",,,,,,,,,,,
778,GA,Georgia,9,H4GA09057,,David Donald,Vogel,"Vogel, David Donald",,D,"6,415","100,00%",,,"34,988","19,33%",,,,,,
779,GA,Georgia,9,n/a,,,,,Party Votes:,D,"6,415",,,,,,,,,,,
780,GA,Georgia,9,n/a,,,,,District Votes:,,"68,681",,,,"181,047",,,,,,,
781,GA,Georgia,,n/a,,,,,,,,,,,,,,,,,,
782,GA,Georgia,10,H0GA07125,,Jody B.,Hice,"Hice, Jody B.",,R,"17,408","33,50%","26,975","54,32%","130,703","66,52%",,,,,W,
783,GA,Georgia,10,H4GA10071,,"M. A. ""Mike""",Collins,"Collins, M. A. ""Mike""",,R,"17,143","32,99%","22,684","45,68%",,,,,,,,
784,GA,Georgia,10,H4GA10055,,Donna H.,Sheldon,,,R,"7,972","15,34%",,,,,,,,,,
785,GA,Georgia,10,H4GA10063,,Gary,Gerrard,"Gerrard, Gary",,R,"3,83","7,37%",,,,,,,,,,
786,GA,Georgia,10,H2GA10117,,Stephen K.,Simpson,"Simpson, Stephen K.",,R,"2,423","4,66%",,,,,,,,,,
787,GA,Georgia,10,H4GA10105,,S. Mitchell,Swan,"Swan, S. Mitchell",,R,"2,167","4,17%",,,,,,,,,,
788,GA,Georgia,10,H4GA10097,,Brian Richard,Slowinski,"Slowinski, Brian Richard",,R,"1,027","1,98%",,,,,,,,,,
789,GA,Georgia,10,n/a,,,,,Party Votes:,R,"51,97",,"49,659",,,,,,,,,
790,GA,Georgia,10,H4GA10089,,"Ivory Kenneth ""Ken""",Dious,"Dious, Ivory Kenneth ""Ken""",,D,"15,965","100,00%",,,"65,777","33,48%",,,,,,
791,GA,Georgia,10,n/a,,,,,Party Votes:,D,"15,965",,,,,,,,,,,
792,GA,Georgia,10,n/a,,,,,District Votes:,,"67,935",,"49,659",,"196,48",,,,,,,
793,GA,Georgia,,n/a,,,,,,,,,,,,,,,,,,
794,GA,Georgia,11,H4GA11061,,Barry D.,Loudermilk,"Loudermilk, Barry D.",,R,"20,862","36,59%","34,667","66,07%","161,532","100,00%",,,,,W,
795,GA,Georgia,11,H4GA11053,,"R. L. ""Bob""",Barr,"Barr, R. L. ""Bob""",,R,"14,704","25,79%","17,807","33,93%",,,,,,,,
796,GA,Georgia,11,H4GA11087,,Tricia R.,Pridemore,,,R,"9,745","17,09%",,,,,,,,,,
797,GA,Georgia,11,H4GA11079,,"Edward H. ""Ed""",Lindsey,"Lindsey, Edward H. ""Ed""",,R,"8,448","14,82%",,,,,,,,,,
798,GA,Georgia,11,H4GA11095,,Larry,Mrozinski,,,R,"2,288","4,01%",,,,,,,,,,
799,GA,Georgia,11,H2GA11180,,S. Allan,Levene,"Levene, S. Allan",,R,962,"1,69%",,,,,,,,,,
800,GA,Georgia,11,n/a,,,,,Party Votes:,R,"57,009",,"52,474",,,,,,,,,
801,GA,Georgia,11,n/a,,,,,District Votes:,,"57,009",,"52,474",,"161,532",,,,,,,
802,GA,Georgia,,n/a,,,,,,,,,,,,,,,,,,
803,GA,Georgia,12,H2GA12121,,"Richard ""Rick""",Allen,,,R,"25,093","53,99%",,,"91,336","54,75%",,,,,W,
804,GA,Georgia,12,H4GA12051,,Eugene C.,Yu,,,R,"7,677","16,52%",,,,,,,,,,
805,GA,Georgia,12,H4GA12044,,Delvis William,Dutton,"Dutton, Delvis William",,R,"6,644","14,30%",,,,,,,,,,
806,GA,Georgia,12,H8GA12011,,John E.,Stone,,,R,"5,826","12,54%",,,,,,,,,,
807,GA,Georgia,12,H0GA08081,,Diane Swanson,Vann,"Vann, Diane Swanson",,R,"1,237","2,66%",,,,,,,,,,
808,GA,Georgia,12,n/a,,,,,Party Votes:,R,"46,477",,,,,,,,,,,
809,GA,Georgia,12,H4GA12010,(I),John Jenkins,Barrow,"Barrow, John Jenkins",,D,"26,324","100,00%",,,"75,478","45,25%",,,,,,
810,GA,Georgia,12,n/a,,,,,Party Votes:,D,"26,324",,,,,,,,,,,
811,GA,Georgia,12,n/a,,,,,District Votes:,,"72,801",,,,"166,814",,,,,,,
812,GA,Georgia,,n/a,,,,,,,,,,,,,,,,,,
813,GA,Georgia,13,H2GA13012,(I),David Albert,Scott,,,D,"29,486","82,24%",,,"159,445","100,00%",,,,,W,
814,GA,Georgia,13,H4GA13034,,Michael C.,Owens,,,D,"6,367","17,76%",,,,,,,,,,
815,GA,Georgia,13,n/a,,,,,Party Votes:,D,"35,853",,,,,,,,,,,
816,GA,Georgia,13,n/a,,,,,District Votes:,,"35,853",,,,"159,445",,,,,,,
817,GA,Georgia,,n/a,,,,,,,,,,,,,,,,,,
818,GA,Georgia,14,H0GA09030,(I),"John Thomas ""Tom""",Graves,"Graves, John Thomas ""Tom""",,R,"32,343","74,07%",,,"118,782","100,00%",,,,,W,
819,GA,Georgia,14,H4GA14016,,"Kenneth L., Sr.",Herron,"Herron, Kenneth L., Sr.",,R,"11,324","25,93%",,,,,,,,,,
820,GA,Georgia,14,n/a,,,,,Party Votes:,R,"43,667",,,,,,,,,,,
821,GA,Georgia,14,n/a,,,,,District Votes:,,"43,667",,,,"118,782",,,,,,,
822,GA,Georgia,,n/a,,,,,,,,,,,,,,,,,,
823,GA,Georgia,H,n/a,,,,,Total State Votes:,,"762,498",,"154,988",,2.305.665,,,,,,,
824,GA,Georgia,,n/a,,,,,,,,,,,,,,,,,,
825,,,,n/a,,,,,,,,,,,,,,,,,,
826,GU,Guam,0,H2GU00033,(I),Madeleine Z.,Bordallo,"Bordallo, Madeleine Z.",,D,"5,898","74,30%",,,"20,693","57,86%",,,,,W,
827,GU,Guam,0,H4GU00013,,Matthew P.,Artero,,,D,"2,016","25,40%",,,,,,,,,,
828,GU,Guam,0,n/a,,,Scattered,,,W(D),24,"0,30%",,,,,,,,,,
829,GU,Guam,0,n/a,,,,,Party Votes:,D,"7,938",,,,,,,,,,,
830,GU,Guam,0,H4GU00021,,Margaret G.,Metcalfe,"Metcalfe, Margaret G.",,R,"6,753","98,25%",,,"14,956","41,82%",,,,,,
831,GU,Guam,0,n/a,,,Scattered,Scattered,,W(R),120,"1,75%",,,,,,,,,,
832,GU,Guam,0,n/a,,,,,Party Votes:,R,"6,873",,,,,,,,,,,
833,GU,Guam,0,n/a,,,Scattered,Scattered,,W,,,,,113,"0,32%",,,,,,
834,GU,Guam,0,n/a,,,,,District Votes:,,"14,811",,,,"35,762",,,,,,,
835,GU,Guam,H,n/a,,,,,Total State Votes:,,"14,811",,,,"35,762",,,,,,,
836,,,,n/a,,,,,,,,,,,,,,,,,,
837,HI,Hawaii,1,H4HI01134,,Mark,Takai,"Takai, Mark",,D,"52,736","44,47%",,,"93,39","51,93%",,,,,,
838,HI,Hawaii,1,H4HI01167,,Donna Mercado,Kim,"Kim, Donna Mercado",,D,"33,678","28,40%",,,,,,,,,,
839,HI,Hawaii,1,H4HI01100,,Stanley,Chang,"Chang, Stanley",,D,"12,135","10,23%",,,,,,,,,,
840,HI,Hawaii,1,H4HI01118,,Ikaika,Anderson,,,D,"7,937","6,69%",,,,,,,,,,
841,HI,Hawaii,1,H4HI01126,,Will,Espero,"Espero, Will",,D,"4,555","3,84%",,,,,,,,,,
842,HI,Hawaii,1,H4HI01175,,Joey,Manahan,"Manahan, Joey",,D,"4,495","3,79%",,,,,,,,,,
843,HI,Hawaii,1,H4HI01142,,Kathryn,Xian,"Xian, Kathryn",,D,"3,039","2,56%",,,,,,,,,,
844,HI,Hawaii,1,n/a,,,,,Party Votes:,D,"118,575",,,,,,,,,,,
845,HI,Hawaii,1,H0HI01157,,Charles,Djou,"Djou, Charles",,R,"20,802","96,40%",,,"86,454","48,07%",,,,,,
846,HI,Hawaii,1,H4HI01191,,Allan,Levene,"Levene, Allan",,R,777,"3,60%",,,,,,,,,,
847,HI,Hawaii,1,n/a,,,,,Party Votes:,R,"21,579",,,,,,,,,,,
848,HI,Hawaii,1,H4HI01209,,Robert H.,Meyer,"Meyer, Robert H.",,N,99,"51,30%",,,,,,,,,,
849,HI,Hawaii,1,H4HI01183,,Calvin,Griffin,"Griffin, Calvin",,N,94,"48,70%",,,,,,,,,,
850,HI,Hawaii,1,n/a,,,,,Party Votes:,N,193,,,,,,,,,,,
851,HI,Hawaii,1,n/a,,,,,District Votes:,,"140,347",,,,"179,844",,,,,,,
852,HI,Hawaii,2,H2HI02508,(I),Tulsi,Gabbard,"Gabbard, Tulsi",,D,"92,032","100,00%",,,"142,01","78,75%",,,,,W,
853,HI,Hawaii,2,n/a,,,,,Party Votes:,D,"92,032",,,,,,,,,,,
854,HI,Hawaii,2,H2HI02524,,Kawika,Crowley,,,R,"9,094","56,77%",,,"33,63","18,65%",,,,,,
855,HI,Hawaii,2,H4HI02108,,Marissa D.,Capelouto,"Capelouto, Marissa D.",,R,"6,926","43,23%",,,,,,,,,,
856,HI,Hawaii,2,n/a,,,,,Party Votes:,R,"16,02",,,,,,,,,,,
857,HI,Hawaii,2,H4HI02116,,Joe,Kent,"Kent, Joe",,LIB,373,"100,00%",,,"4,693","2,60%",,,,,,
858,HI,Hawaii,2,n/a,,,,,Party Votes:,LIB,373,,,,,,,,,,,
859,HI,Hawaii,2,n/a,,,,,District Votes:,,"108,425",,,,"180,333",,,,,,,
860,HI,Hawaii,H,n/a,,,,,Total State Votes:,,"248,772",,,,"360,177",,,,,,,
861,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
862,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
863,,,,n/a,,,,,,,,,,,,,,,,,,
864,ID,Idaho,1,H0ID01253 ,(I),Raul R.,Labrador,"Labrador, Raul R.",,R,"56,206","78,56%",,,"143,58","65,01%",,,,,W,
865,ID,Idaho,1,H4ID01123,,Lisa,Marie,,,R,"5,164","7,22%",,,,,,,,,,
866,ID,Idaho,1,H4ID01115,,Michael ,Greenway,"Greenway, Michael ",,R,"3,494","4,88%",,,,,,,,,,
867,ID,Idaho,1,H2ID01143,,Reed C.,McCandless,"McCandless, Reed C.",,R/W,"3,373","4,71%",,,7,"0,00%",,,,,,
868,ID,Idaho,1,H4ID01107,,Sean ,Blackwell,"Blackwell, Sean ",,R,"3,304","4,62%",,,,,,,,,,
869,ID,Idaho,1,n/a,,,,,Party Votes:,R,"71,541",,,,,,,,,,,
870,ID,Idaho,1,H4ID01081 ,,Shirley G.,Ringo,"Ringo, Shirley G.",,D,"9,047","82,04%",,,"77,277","34,99%",,,,,,
871,ID,Idaho,1,H4ID01099,,Ryan Andrew,Barone,"Barone, Ryan Andrew",,D,"1,981","17,96%",,,,,,,,,,
872,ID,Idaho,1,n/a,,,,,Party Votes:,D,"11,028",,,,,,,,,,,
873,ID,Idaho,1,n/a,,,,,District Votes:,,"82,569",,,,"220,864",,,,,,,
874,ID,Idaho,2,H8ID02064 ,(I),Mike,Simpson,"Simpson, Mike",,R,"48,632","61,64%",,,"131,492","61,36%",,,,,W,
875,ID,Idaho,2,H4ID02063 ,,Bryan D.,Smith,,,R,"30,263","38,36%",,,,,,,,,,
876,ID,Idaho,2,n/a,,,,,Party Votes:,R,"78,895",,,,,,,,,,,
877,ID,Idaho,2,H2ID02018,,Richard ,Stallings,"Stallings, Richard ",,D,"14,547","100,00%",,,"82,801","38,64%",,,,,,
878,ID,Idaho,2,n/a,,,,,Party Votes:,D,"14,547",,,,,,,,,,,
879,ID,Idaho,2,n/a,,,,,District Votes:,,"93,442",,,,"214,293",,,,,,,
880,ID,Idaho,H,n/a,,,,,Total State Votes:,,"176,011",,,,"435,157",,,,,,,
881,ID,Idaho,,n/a,,,,,,,,,,,,,,,,,,
882,ID,Idaho,,n/a,,,,,,,,,,,,,,,,,,
883,,,,n/a,,,,,,,,,,,,,,,,,,
884,IL,Illinois,1,H2IL01042,(I),Bobby L.,Rush,"Rush, Bobby L.",,D,"47,627","100,00%",,,"162,268","73,09%",,,,,W,
885,IL,Illinois,1,n/a,,,,,Party Votes:,D,"47,627",,,,,,,,,,,
886,IL,Illinois,1,H2IL01182,,Jimmy Lee,Tillman,"Tillman, Jimmy Lee",,R,"17,188","100,00%",,,"59,749","26,91%",,,,,,
887,IL,Illinois,1,n/a,,,,,Party Votes:,R,"17,188",,,,,,,,,,,
888,IL,Illinois,1,n/a,,,,,District Votes:,,"64,815",,,,"222,017",,,,,,,
889,IL,Illinois,,n/a,,,,,,,,,,,,,,,,,,
890,IL,Illinois,2,H4IL02343 ,(I),Robin ,Kelly,"Kelly, Robin ",,D,"40,286","100,00%",,,"160,337","78,49%",,,,,W,
891,IL,Illinois,2,n/a,,,,,Party Votes:,D,"40,286",,,,,,,,,,,
892,IL,Illinois,2,H4IL02301,,Eric M.,Wallace,"Wallace, Eric M.",,R,"16,096","100,00%",,,"43,799","21,44%",,,,,,
893,IL,Illinois,2,n/a,,,,,Party Votes:,R,"16,096",,,,,,,,,,,
894,IL,Illinois,2,H2IL02156,,Marcus,Lewis,"Wallace, Marcus",,W,,,,,130,"0,06%",,,,,,
895,IL,Illinois,2,n/a,,,,,District Votes:,,"56,382",,,,"204,266",,,,,,,
896,IL,Illinois,,n/a,,,,,,,,,,,,,,,,,,
897,IL,Illinois,3,H4IL03077,(I),Daniel William ,Lipinski,"Lipinski, Daniel William ",,D,"28,883","100,00%",,,"116,764","64,56%",,,,,W,
898,IL,Illinois,3,n/a,,,,,Party Votes:,D,"28,883",,,,,,,,,,,
899,IL,Illinois,3,H4IL03093,,Sharon M.,Brannigan,"Brannigan, Sharon M.",,R,"18,358","62,67%",,,"64,091","35,44%",,,,,,
900,IL,Illinois,3,H2IL11132,,Diane M.,Harris,"Harris, Diane M.",,R,"10,937","37,33%",,,,,,,,,,
901,IL,Illinois,3,n/a,,,,,Party Votes:,R,"29,295",,,,,,,,,,,
902,IL,Illinois,3,n/a,,,,,District Votes:,,"58,178",,,,"180,855",,,,,,,
903,IL,Illinois,,n/a,,,,,,,,,,,,,,,,,,
904,IL,Illinois,4,H2IL08039 ,(I),Luis V.,Gutierrez,"Gutierrez, Luis V.",,D,"21,625","74,34%",,,"79,666","78,15%",,,,,W,
905,IL,Illinois,4,H4IL04083 ,,Alexander,Eidenberg,"Eidenberg, Alexander",,D,"4,796","16,49%",,,,,,,,,,
906,IL,Illinois,4,H4IL04091,,Jorge Gerardo,Zavala,"Zavala, Jorge Gerardo",,D,"2,67","9,18%",,,,,,,,,,
907,IL,Illinois,4,n/a,,,,,Party Votes:,D,"29,091",,,,,,,,,,,
908,IL,Illinois,4,H2IL04145,,Hector ,Concepcion,"Concepcion, Hector ",,R,"6,637","100,00%",,,"22,278","21,85%",,,,,,
909,IL,Illinois,4,n/a,,,,,Party Votes:,R,"6,637",,,,,,,,,,,
910,IL,Illinois,4,n/a,,,,,District Votes:,,"35,728",,,,"101,944",,,,,,,
911,IL,Illinois,,n/a,,,,,,,,,,,,,,,,,,
912,IL,Illinois,5,H0IL05096,(I),Mike,Quigley,"Quigley, Mike",,D,"26,364","100,00%",,,"116,364","63,23%",,,,,W,
913,IL,Illinois,5,n/a,,,,,Party Votes:,D,"26,364",,,,,,,,,,,
914,IL,Illinois,5,H6IL05150,,Vince,Kolber,"Kolber, Vince",,R,,,,,"56,35","30,62%",,,,,,
915,IL,Illinois,5,H4IL05155 ,,Fredrick K.,White,,,W(R),21,"100,00%",,,,,,,,,,
916,IL,Illinois,5,n/a,,,,,Party Votes:,R,21,,,,,,,,,,,
917,IL,Illinois,5,H2IL05183,,Nancy ,Wade,"Wade, Nancy ",,GRE,153,"100,00%",,,"11,305","6,14%",,,,,,
918,IL,Illinois,5,n/a,,,,,Party Votes:,GRE,153,,,,,,,,,,,
919,IL,Illinois,5,n/a,,,,,District Votes:,,"26,538",,,,"184,019",,,,,,,
920,IL,Illinois,6,H6IL06117 ,(I),Peter J. ,Roskam,,,R,"65,332","100,00%",,,"160,287","67,14%",,,,,W,
921,IL,Illinois,6,n/a,,,,,Party Votes:,R,"65,332",,,,,,,,,,,
922,IL,Illinois,6,H4IL06104 ,,Michael,Mason,"Mason, Michael",,D,"8,615","100,00%",,,"78,465","32,86%",,,,,,
923,IL,Illinois,6,n/a,,,,,Party Votes:,D,"8,615",,,,,,,,,,,
924,IL,Illinois,6,n/a,,,,,District Votes:,,"73,947",,,,"238,752",,,,,,,
925,IL,Illinois,7,H4IL07037,(I),Danny K.,Davis,"Davis, Danny K.",,D,"43,061","100,00%",,,"155,11","85,10%",,,,,W,
926,IL,Illinois,7,n/a,,,,,Party Votes:,D,"43,061",,,,,,,,,,,
927,IL,Illinois,7,H4IL07151,,Robert L. ,Bumpers,,,R,"7,289","100,00%",,,"27,168","14,90%",,,,,,
928,IL,Illinois,7,n/a,,,,,Party Votes:,R,"7,289",,,,,,,,,,,
929,IL,Illinois,7,n/a,,,,,District Votes:,,"50,35",,,,"182,278",,,,,,,
930,IL,Illinois,8,H6IL06141 ,(I),Tammy,Duckworth,,,D,"10,661","100,00%",,,"84,178","55,73%",,,,,W,
931,IL,Illinois,8,n/a,,,,,Party Votes:,D,"10,661",,,,,,,,,,,
932,IL,Illinois,8,H4IL08126,,Larry,Kaifesh,"Kaifesh, Larry",,R,"24,657","71,50%",,,"66,878","44,27%",,,,,,
933,IL,Illinois,8,H4IL08118 ,,Manju,Goel,"Goel, Manju",,R,"9,827","28,50%",,,,,,,,,,
934,IL,Illinois,8,n/a,,,,,Party Votes:,R,"34,484",,,,,,,,,,,
935,IL,Illinois,8,n/a,,,,,District Votes:,,"45,145",,,,"151,056",,,,,,,
936,IL,Illinois,9,H8IL09067,(I),Janice D.,Schakowsky,,,D,"31,576","100,00%",,,141,"66,06%",,,,,W,
937,IL,Illinois,9,n/a,,,,,Party Votes:,D,"31,576",,,,,,,,,,,
938,IL,Illinois,9,H0IL09080,,Susanne,Atanus,"Atanus, Susanne",,R,"15,575","52,40%",,,"72,384","33,91%",,,,,,
939,IL,Illinois,9,H4IL09074 ,,"David Earl, III",Williams,"Williams, David Earl, III",,R,"14,148","47,60%",,,,,,,,,,
940,IL,Illinois,9,n/a,,,,,Party Votes:,R,"29,723",,,,,,,,,,,
941,IL,Illinois,9,H6IL10127,,Phil,Collins,,,W,,,,,66,"0,03%",,,,,,
942,IL,Illinois,9,n/a,,,,,District Votes:,,"61,299",,,,"213,45",,,,,,,
943,IL,Illinois,10,H0IL10302 ,,Robert,Dold,"Dold, Robert",,R,"32,124","100,00%",,,"95,992","51,30%",,,,,W,
944,IL,Illinois,10,n/a,,,,,Party Votes:,R,"32,124",,,,,,,,,,,
945,IL,Illinois,10,H2IL10068 ,(I),Brad,Schneider,"Schneider, Brad",,D,"11,945","100,00%",,,"91,136","48,70%",,,,,,
946,IL,Illinois,10,n/a,,,,,Party Votes:,D,"11,945",,,,,,,,,,,
947,IL,Illinois,10,n/a,,,,,District Votes:,,"44,069",,,,"187,128",,,,,,,
948,IL,Illinois,,n/a,,,,,,,,,,,,,,,,,,
949,IL,Illinois,11,H8IL14067 ,(I),Bill ,Foster,"Foster, Bill ",,D,"12,461","100,00%",,,"93,436","53,46%",,,,,W,
950,IL,Illinois,11,n/a,,,,,Party Votes:,D,"12,461",,,,,,,,,,,
951,IL,Illinois,11,H4IL11195 ,,Darlene,Senger,"Senger, Darlene",,R,"13,29","36,89%",,,"81,335","46,54%",,,,,,
952,IL,Illinois,11,H4IL11203 ,,Chris ,Balkema,"Balkema, Chris ",,R,"12,024","33,37%",,,,,,,,,,
953,IL,Illinois,11,H4IL11237 ,,Bert,Miller,"Miller, Bert",,R,"9,46","26,26%",,,,,,,,,,
954,IL,Illinois,11,H4IL11211 ,,Ian,Bayne,"Bayne, Ian",,R,"1,253","3,48%",,,,,,,,,,
955,IL,Illinois,11,n/a,,,,,Party Votes:,R,"36,027",,,,,,,,,,,
956,IL,Illinois,11,H6IL18146,,"Constant ""Connor""",Vlakancic,"Vlakancic, Constant ""Connor""",,W,,,,,1,,,,,,,
957,IL,Illinois,11,n/a,,,,,District Votes:,,"48,488",,,,"174,772",,,,,,,
958,IL,Illinois,,n/a,,,,,,,,,,,,,,,,,,
959,IL,Illinois,12,H4IL12060,,Mike,Bost,"Bost, Mike",,R,"33,066","100,00%",,,"110,038","52,46%",,,,,W,
960,IL,Illinois,12,n/a,,,,,Party Votes:,R,"33,066",,,,,,,,,,,
961,IL,Illinois,12,H2IL12122 ,(I),"William L. ""Bill"" ",Enyart,"Enyart, William L. ""Bill"" ",,D,"31,015","100,00%",,,"87,86","41,89%",,,,,,
962,IL,Illinois,12,n/a,,,,,Party Votes:,D,"31,015",,,,,,,,,,,
963,IL,Illinois,12,H2IL12130,,Paula,Bradshaw,,,GRE,120,"100,00%",,,"11,84","5,65%",,,,,,
964,IL,Illinois,12,n/a,,,,,Party Votes:,GRE,120,,,,,,,,,,,
965,IL,Illinois,12,n/a,,,,,District Votes:,,"64,201",,,,"209,738",,,,,,,
966,IL,Illinois,13,H2IL13120 ,(I),Rodney,Davis,"Davis, Rodney",,R,"27,816","54,63%",,,"123,337","58,66%",,,,,W,
967,IL,Illinois,13,H4IL13191 ,,Erika ,Harold,"Harold, Erika ",,R,"20,951","41,15%",,,,,,,,,,
968,IL,Illinois,13,H0IL19048,,Michael ,Firsching,"Firsching, Michael ",,R,"2,147","4,22%",,,,,,,,,,
969,IL,Illinois,13,n/a,,,,,Party Votes:,R,"50,914",,,,,,,,,,,
970,IL,Illinois,13,H4IL13175,,Ann E.,Callis,"Callis, Ann E.",,D,"17,322","54,65%",,,"86,935","41,34%",,,,,,
971,IL,Illinois,13,H4IL13209 ,,George,Gollin,"Gollin, George",,D,"9,935","31,35%",,,,,,,,,,
972,IL,Illinois,13,H4IL13217 ,,David L.,Green,"Green, David L.",,D,"4,438","14,00%",,,,,,,,,,
973,IL,Illinois,13,n/a,,,,,Party Votes:,D,"31,695",,,,,,,,,,,
974,IL,Illinois,13,n/a,,,,,District Votes:,,"82,609",,,,"210,272",,,,,,,
975,IL,Illinois,14,H0IL14080 ,(I),"Randall M. ""Randy"" ",Hultgren,,,R,"57,665","100,00%",,,"145,369","65,41%",,,,,W,
976,IL,Illinois,14,n/a,,,,,Party Votes:,R,"57,665",,,,,,,,,,,
977,IL,Illinois,14,H2IL14078,,Dennis,Anderson,"Anderson, Dennis",,D,"5,184","65,83%",,,"76,861","34,59%",,,,,,
978,IL,Illinois,14,H4IL14124,,John J.,Hosta,"Hosta, John J.",,D,"2,691","34,17%",,,,,,,,,,
979,IL,Illinois,14,n/a,,,,,Party Votes:,D,"7,875",,,,,,,,,,,
980,IL,Illinois,14,n/a,,,,,District Votes:,,"65,54",,,,"222,23",,,,,,,
981,IL,Illinois,15,H2IL20042 ,(I),John M.,Shimkus,"Shimkus, John M.",,R,"66,453","100,00%",,,"166,274","74,92%",,,,,W,
982,IL,Illinois,15,n/a,,,,,Party Votes:,R,"66,453",,,,,,,,,,,
983,IL,Illinois,15,H4IL15071 ,,Eric,Thorsland,,,D,"17,108","100,00%",,,"55,652","25,08%",,,,,,
984,IL,Illinois,15,n/a,,,,,Party Votes:,D,"17,108",,,,,,,,,,,
985,IL,Illinois,15,n/a,,,,,District Votes:,,"83,561",,,,"221,926",,,,,,,
986,IL,Illinois,16,H0IL11052 ,(I),Adam ,Kinzinger,"Kinzinger, Adam ",,R,"56,593","78,44%",,,"153,388","70,62%",,,,,W,
987,IL,Illinois,16,H4IL16020 ,,"David J., Jr.",Hale,"Hale, David J., Jr.",,R,"15,558","21,56%",,,,,,,,,,
988,IL,Illinois,16,n/a,,,,,Party Votes:,R,"72,151",,,,,,,,,,,
989,IL,Illinois,16,H4IL00032 ,,Randall Wayne ,Olsen,"Olsen, Randall Wayne ",,D,"12,077","100,00%",,,"63,81","29,38%",,,,,,
990,IL,Illinois,16,n/a,,,,,Party Votes:,D,"12,077",,,,,,,,,,,
991,IL,Illinois,16,n/a,,,,,District Votes:,,"84,228",,,,"217,198",,,,,,,
992,IL,Illinois,17,H2IL17071,(I),Cheri ,Bustos,"Bustos, Cheri ",,D,"21,923","100,00%",,,"110,56","55,46%",,,,,W,
993,IL,Illinois,17,n/a,,,,,Party Votes:,D,"21,923",,,,,,,,,,,
994,IL,Illinois,17,H0IL17059 ,,Bobby,Schilling,"Schilling, Bobby",,R,"41,063","100,00%",,,"88,785","44,53%",,,,,,
995,IL,Illinois,17,n/a,,,,,Party Votes:,R,"41,063",,,,,,,,,,,
996,IL,Illinois,17,H4IL17077,,Bill,Fawell,"Fawell, Bill",,W,,,,,16,"0,01%",,,,,,
997,IL,Illinois,17,n/a,,,,,District Votes:,,"62,986",,,,"199,361",,,,,,,
998,IL,Illinois,,n/a,,,,,,,,,,,,,,,,,,
999,IL,Illinois,18,H8IL18043 ,(I),Aaron ,Schock,,,R,"82,412","100,00%",,,"184,363","74,72%",,,,,W,
1000,IL,Illinois,18,n/a,,,,,Party Votes:,R,"82,412",,,,,,,,,,,
1001,IL,Illinois,18,H4IL18117,,Darrel,Miller,"Miller, Darrel",,D,"6,763","54,30%",,,"62,377","25,28%",,,,,,
1002,IL,Illinois,18,H4IL18109,,Rob ,Mellon,"Mellon, Rob ",,D,"5,692","45,70%",,,,,,,,,,
1003,IL,Illinois,18,n/a,,,,,Party Votes:,D,"12,455",,,,,,,,,,,
1004,IL,Illinois,18,n/a,,,,,District Votes:,,"94,867",,,,"246,74",,,,,,,
1005,IL,Illinois,H,n/a,,,,,Total State Votes:,,1.102.931,,,,3.568.002,,,,,,,
1006,IL,Illinois,,n/a,,,,,,,,,,,,,,,,,,
1007,,,,n/a,,,,,,,,,,,,,,,,,,
1008,IN,Indiana,1,H4IN01012 ,(I),Peter J.,Visclosky,,,D,"34,446","100,00%",,,"86,579","60,85%",,,,,W,
1009,IN,Indiana,1,n/a,,,,,Party Votes:,D,"34,446",,,,,,,,,,,
1010,IN,Indiana,1,H8IN01096,,Mark ,Leyva,"Leyva, Mark ",,R,"12,738","100,00%",,,51,"35,84%",,,,,,
1011,IN,Indiana,1,n/a,,,,,Party Votes:,R,"12,738",,,,,,,,,,,
