S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,Game
6,13,23,29,36,8,19,29,37,4,15,22,28,38,8,11,15,23,34,2,194,181,158,129,29,221,202,173,136,332,317,517,489,451,643,632,617,594,560,860,
7,13,17,29,36,3,5,10,17,24,34,3,10,17,25,33,38,1,8,16,250,237,137,108,8,205,200,200,400,376,342,539,539,439,414,514,476,675,667,651,
6,17,28,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,194,44,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,13,21,32,38,0,5,15,23,25,31,36,1,10,22,28,36,8,17,24,200,187,166,134,96,296,291,276,253,228,197,247,446,446,496,468,518,710,610,586,
6,14,23,28,35,3,9,11,21,25,35,39,6,15,24,34,4,11,15,22,194,180,157,129,94,291,282,271,250,225,190,151,345,330,306,272,468,457,442,342,
9,16,27,34,4,13,23,27,36,2,6,9,12,19,30,16,23,25,32,1,191,175,148,114,310,297,274,247,97,347,341,332,320,301,301,285,262,237,205,404,
6,11,21,32,2,11,22,30,30,30,30,30,18,27,35,4,11,17,19,25,194,183,162,130,430,419,269,269,259,249,239,229,211,184,149,345,334,234,215,190,
7,20,32,0,9,18,30,18,30,30,30,30,30,22,32,0,6,12,16,26,100,100,68,268,259,241,241,223,223,213,203,193,183,283,251,451,445,433,417,391,
4,10,17,20,26,32,36,36,36,36,36,36,36,36,36,36,36,36,36,36,196,196,96,96,70,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,24,31,37,1,11,13,24,28,36,8,17,25,32,37,39,6,18,28,32,188,164,133,96,295,284,271,247,219,269,461,311,286,254,217,178,372,354,326,294,
8,16,27,34,2,13,18,21,30,30,30,30,22,28,37,8,16,25,35,3,192,176,149,115,515,502,484,463,463,453,443,433,483,455,418,610,594,569,534,731,
7,16,26,33,4,11,18,21,30,30,30,14,19,27,34,5,16,21,27,33,300,284,258,458,654,643,625,604,604,594,584,570,551,524,490,685,669,648,621,721,
2,7,13,17,24,35,38,4,16,25,31,1,4,10,21,26,35,0,4,13,400,300,287,387,363,328,290,486,470,445,414,613,609,609,588,562,527,727,723,710,
10,16,27,34,2,10,19,30,18,30,30,30,30,30,30,30,30,30,30,30,200,184,157,123,523,523,504,504,486,486,476,466,456,446,436,426,416,406,396,386,
10,16,22,27,32,4,14,22,32,2,10,16,23,33,39,7,17,23,36,8,200,184,284,257,225,421,407,457,425,525,525,509,486,686,647,1047,897,874,1074,1266,
8,16,24,32,3,8,18,28,35,0,10,17,23,26,32,38,7,13,18,21,192,176,152,120,317,309,291,263,228,428,428,328,305,279,247,209,259,246,228,207,
5,7,13,18,24,34,4,11,14,26,35,39,7,16,19,25,34,36,0,5,195,295,282,264,240,206,402,391,377,351,316,277,377,361,342,317,283,333,533,528,
10,22,26,37,3,11,22,33,37,10,21,31,36,5,14,26,29,1,10,17,200,300,274,237,434,423,623,723,686,886,865,834,1034,1229,1215,1189,1160,1359,1359,1409,
6,14,19,31,34,3,7,17,20,27,31,37,4,7,18,20,27,31,36,6,194,180,161,130,96,293,493,343,343,316,285,248,444,544,526,526,499,468,318,512,
9,20,26,31,37,5,9,20,31,1,8,17,27,32,2,14,23,35,1,11,191,191,165,134,97,292,283,283,252,451,443,543,516,484,534,520,497,462,661,650,
4,12,19,26,36,1,4,12,22,29,36,1,13,23,32,36,4,14,16,23,196,184,165,139,339,538,534,522,622,593,693,892,879,856,824,1024,1220,1206,1190,1167,
7,18,28,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,50,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,15,23,30,30,30,30,16,25,33,0,8,17,23,32,35,5,15,21,27,400,385,362,362,352,342,332,316,291,341,541,533,633,610,578,543,738,723,702,675,
9,21,33,0,12,20,30,30,16,26,36,7,15,24,33,2,15,25,30,30,191,170,370,570,558,558,558,548,532,506,606,1006,991,967,867,1167,1152,1127,1127,1117,
7,11,19,24,27,34,2,14,20,25,34,39,11,21,27,34,0,4,9,16,300,289,270,246,219,185,235,221,221,196,162,123,312,291,264,230,430,426,417,401,
9,16,26,31,0,8,14,19,27,34,1,7,17,27,37,7,14,24,27,34,191,175,149,118,318,310,296,277,250,216,415,315,165,138,101,201,187,163,136,102,
6,13,24,27,34,38,5,11,18,25,32,34,38,5,13,18,24,29,36,5,194,181,157,130,96,58,253,242,224,199,167,133,95,290,277,259,235,206,56,251,
11,18,27,33,6,13,25,34,7,17,24,32,35,2,7,15,26,37,6,12,189,171,144,344,538,525,500,466,866,966,942,910,875,1175,1075,1060,1034,997,1191,1179,
11,20,30,30,18,29,31,36,36,36,36,36,36,36,36,36,36,36,36,36,189,189,189,179,161,132,101,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,18,26,38,6,18,25,35,1,8,15,23,30,30,30,30,22,24,35,1,189,171,145,107,301,283,258,223,422,414,399,376,376,366,356,346,446,422,387,586,
5,16,28,0,2,8,15,18,25,35,1,9,11,22,31,36,2,9,17,27,195,179,151,351,451,443,428,410,385,350,549,540,529,379,348,248,548,539,739,712,
4,13,17,21,27,37,5,13,22,26,30,12,15,23,27,34,2,13,19,24,196,183,233,212,185,148,343,330,530,504,504,492,477,454,427,393,793,780,761,737,
7,15,19,27,37,9,19,24,33,39,9,17,28,35,6,16,27,38,2,9,250,235,216,189,152,343,324,300,500,461,652,752,724,689,883,867,840,802,852,843,
9,19,29,35,0,8,19,30,30,30,30,14,22,31,39,4,9,15,27,37,191,172,143,108,308,300,281,281,271,261,251,237,337,306,267,463,454,439,412,375,
2,10,14,25,35,1,8,14,19,26,34,3,9,20,30,30,30,18,26,33,100,100,86,61,26,225,217,203,184,158,124,321,312,312,312,302,292,274,248,348,
2,10,16,23,29,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100,100,84,61,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,13,25,37,7,17,28,30,30,30,30,30,30,30,30,30,16,27,36,6,400,387,362,325,425,525,497,497,487,477,467,457,447,437,427,417,401,374,574,768,
7,16,27,33,2,10,22,32,38,7,13,20,24,27,32,2,9,17,25,36,300,284,257,107,407,407,607,575,537,837,824,824,800,773,741,1041,1032,882,857,707,
10,18,25,31,34,0,5,13,17,26,33,37,7,13,16,25,32,38,9,14,200,182,157,126,92,292,287,274,374,348,198,161,461,448,432,407,375,337,528,514,
9,15,27,36,5,14,19,25,33,1,9,15,22,33,39,4,8,15,21,25,191,176,149,249,444,430,411,386,436,635,626,611,511,561,522,718,710,695,674,649,
6,17,24,32,38,10,18,23,29,38,8,14,23,34,2,11,22,32,36,3,194,394,370,338,300,500,482,459,430,392,584,570,547,513,913,902,1102,1070,1170,1367,
11,21,29,0,10,19,25,33,38,6,12,25,32,39,5,11,19,28,38,5,189,168,139,339,339,320,295,345,307,501,489,464,432,393,588,577,558,530,492,687,
6,16,25,33,39,3,9,18,28,38,4,15,27,36,3,13,20,22,28,37,194,178,153,253,214,411,402,384,356,318,514,499,472,672,869,856,856,706,678,641,
10,18,21,31,34,1,8,19,28,35,4,11,18,26,35,4,7,13,22,27,200,182,161,130,96,295,287,268,240,205,401,390,372,346,311,507,607,594,494,467,
8,20,24,33,0,11,20,28,39,7,14,26,30,30,30,30,30,30,30,30,192,192,168,368,568,557,557,529,490,540,526,500,500,490,480,470,460,450,440,430,
9,17,27,38,2,14,21,33,1,7,14,17,27,31,39,7,13,15,22,30,191,391,364,326,576,562,541,741,940,840,826,926,899,868,829,879,866,851,951,951,
7,15,25,33,37,4,15,20,30,30,30,30,30,30,30,30,30,30,30,30,300,285,260,160,123,319,304,304,304,294,284,274,264,254,244,234,224,214,204,194,
4,10,20,29,39,2,10,14,21,27,37,5,11,15,20,27,33,1,7,15,196,196,196,167,128,378,378,364,343,316,279,474,463,448,448,421,521,720,920,905,
10,21,30,30,30,30,30,16,25,33,5,12,21,25,34,5,14,22,29,0,200,179,179,169,159,149,139,123,98,298,493,481,460,435,401,596,582,632,603,803,
10,18,25,33,39,11,19,27,36,7,14,23,32,35,3,9,18,21,28,31,200,182,157,207,168,357,338,311,161,211,197,174,142,107,304,295,277,256,228,197,
5,11,17,22,26,30,30,30,30,14,24,32,35,2,5,13,18,20,27,37,195,184,84,184,158,158,148,138,128,114,90,58,23,323,318,305,287,287,260,223,
6,10,12,18,28,35,6,17,26,34,5,9,17,26,39,4,14,23,28,33,194,194,182,164,136,101,295,345,319,285,480,471,521,495,456,652,638,615,587,687,
7,16,22,30,12,16,22,30,22,29,37,1,11,17,21,30,30,30,30,30,400,384,234,234,222,206,106,106,156,127,90,289,278,178,157,157,147,137,127,117,
5,11,19,29,32,1,11,20,32,0,7,16,26,34,4,10,14,22,31,1,195,184,165,136,104,303,292,292,260,460,660,644,618,584,780,780,766,816,785,984,
7,15,26,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,50,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,12,21,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,196,184,163,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,15,18,23,32,35,2,9,13,23,35,2,8,13,22,30,30,30,30,30,191,176,158,135,103,68,318,309,296,273,238,638,630,617,667,667,657,647,637,627,
8,18,21,27,34,6,16,26,34,39,9,19,29,0,11,17,26,33,4,12,192,174,153,126,92,286,270,244,210,171,362,343,314,514,503,603,577,677,873,861,
11,18,29,0,7,20,32,1,7,17,27,36,5,16,23,30,30,30,20,30,189,171,142,342,392,392,360,559,409,509,482,682,877,861,838,838,828,818,818,818,
5,10,20,29,38,8,14,17,24,33,38,5,11,19,24,32,39,4,8,13,195,195,195,166,128,320,306,356,332,382,344,539,528,509,485,453,414,610,602,589,
6,10,17,19,31,1,9,18,28,36,5,11,17,26,36,1,13,21,27,36,194,194,394,375,344,543,534,516,488,388,583,572,672,646,546,745,732,711,684,584,
9,21,23,28,38,0,8,15,21,24,31,39,2,7,17,17,17,17,17,17,191,170,147,119,81,281,273,258,237,213,182,143,193,43,0,0,0,0,0,0,
6,12,17,20,29,39,4,11,19,23,31,37,2,10,19,26,35,1,6,14,194,182,82,82,53,14,210,199,180,157,126,89,139,139,120,94,59,258,252,238,
4,11,16,18,29,32,37,5,13,20,32,39,1,8,12,20,28,34,39,8,196,185,169,151,122,90,53,248,235,235,203,164,363,355,343,343,315,281,242,434,
3,12,17,29,0,8,14,23,30,30,16,24,26,35,2,10,18,27,36,2,197,185,385,356,556,548,534,511,511,501,485,461,435,400,500,500,482,455,655,755,
7,13,25,36,4,13,24,30,30,18,30,30,30,30,22,32,39,2,13,19,300,287,262,462,658,645,621,621,611,593,593,583,573,563,763,731,692,992,979,960,
10,15,19,21,29,39,10,16,21,28,34,0,5,12,22,26,28,39,8,12,200,185,166,145,116,77,277,261,240,212,178,378,373,361,461,435,407,368,560,548,
12,25,32,3,8,13,21,32,39,12,17,29,1,14,22,34,4,15,26,33,188,163,131,328,320,307,286,254,215,403,503,474,673,659,709,675,871,856,830,730,
6,11,19,30,30,14,18,27,31,36,39,5,14,22,33,38,5,8,15,22,194,183,164,164,154,140,122,95,64,164,125,320,306,506,406,368,563,555,540,640,
9,15,20,25,37,9,19,31,33,2,7,16,26,33,3,9,13,20,28,35,191,176,176,151,114,305,286,255,305,605,705,689,663,863,1060,1051,1038,1038,1010,975,
6,13,24,29,31,39,7,11,18,25,34,39,6,11,20,25,31,37,1,8,194,181,157,128,97,58,358,347,329,304,270,231,425,414,414,389,358,321,520,512,
8,15,23,27,0,6,14,21,29,0,8,14,26,30,16,24,35,2,8,19,192,177,154,127,327,321,307,286,257,457,449,435,409,409,393,369,334,634,626,607,
6,15,22,31,2,9,17,24,29,39,8,18,24,31,36,0,3,10,20,26,194,179,279,248,548,539,389,365,336,297,489,471,447,416,516,716,713,713,713,687,
7,17,28,0,11,18,24,33,0,11,20,30,30,30,30,30,30,30,12,20,300,350,322,522,511,493,469,669,869,858,858,858,848,838,828,818,808,798,786,786,
9,17,26,34,3,7,15,21,27,38,6,13,20,32,1,12,24,30,30,30,191,241,215,181,378,278,263,242,215,177,371,358,358,326,525,513,489,489,479,469,
8,20,29,1,6,18,22,30,30,30,30,30,30,30,30,30,30,30,30,30,192,192,163,362,356,338,438,438,428,418,408,398,388,378,368,358,348,338,328,318,
7,14,24,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,50,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,13,20,29,38,5,8,14,21,29,0,8,15,21,26,31,2,10,17,22,192,179,179,150,112,307,299,285,264,235,435,427,412,391,365,334,634,634,834,734,
5,14,24,29,1,12,22,33,4,11,22,29,37,4,11,19,30,30,18,26,195,181,157,128,327,315,415,465,661,650,500,471,434,630,619,600,600,590,572,546,
8,16,21,25,36,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,192,176,155,130,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,10,14,23,29,34,1,8,17,23,30,30,30,30,30,22,22,22,22,22,197,197,183,160,131,97,296,288,138,115,115,105,95,85,75,0,0,0,0,0,
11,19,27,37,5,11,18,23,29,33,0,8,11,20,30,30,30,30,14,19,189,170,143,106,301,290,272,249,220,270,470,462,451,451,451,441,431,421,407,388,
8,14,21,31,39,10,19,26,36,6,15,21,30,30,30,30,30,30,30,30,192,178,157,126,87,287,268,242,442,636,621,600,600,590,580,570,560,550,540,530,
7,13,24,33,3,15,23,31,37,1,6,15,19,27,34,5,11,17,19,26,50,37,13,113,310,295,272,241,204,403,397,382,363,336,302,497,486,386,367,341,
4,11,17,23,31,1,13,26,32,37,3,10,22,33,1,12,19,30,30,30,196,185,385,362,331,530,517,491,459,422,619,619,519,619,818,806,787,787,777,767,
9,16,23,31,36,4,12,19,30,30,30,30,30,30,30,30,30,22,22,22,191,175,152,121,21,217,205,186,186,176,166,156,146,136,126,116,106,0,0,0,
10,17,25,31,38,5,15,24,33,39,3,11,17,21,31,39,3,8,18,25,200,300,275,244,206,401,386,362,462,423,620,609,709,688,657,618,815,807,789,764,
10,20,29,36,2,9,20,28,34,0,10,21,30,30,22,32,39,11,20,30,200,200,171,371,671,662,662,634,600,800,800,779,779,769,969,937,898,1087,1087,1087,
7,15,20,29,1,7,11,17,25,29,0,7,13,20,30,30,18,27,36,39,50,35,35,6,205,255,244,344,319,290,490,390,377,377,377,367,349,322,522,483,
7,10,19,25,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,50,50,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,12,18,29,37,2,10,22,25,33,36,6,15,23,33,35,5,8,13,19,300,288,270,241,204,504,504,404,379,229,279,473,458,435,485,450,645,637,624,605,
3,13,21,29,36,3,10,17,23,29,34,1,9,16,18,26,36,3,10,18,197,184,163,134,334,531,531,381,358,329,295,494,485,469,451,425,475,672,672,654,
4,11,17,24,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,196,185,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,14,20,27,31,34,2,8,17,20,26,35,1,8,14,21,27,34,38,4,400,386,386,359,328,294,394,386,286,286,260,225,424,416,402,381,354,320,282,478,
11,23,33,3,9,21,28,35,4,13,23,26,32,39,6,14,17,24,34,2,189,166,366,563,554,533,505,470,666,653,630,604,572,533,727,713,613,589,555,955,
9,11,19,31,3,8,15,25,32,37,4,13,21,26,35,1,6,13,18,24,191,180,161,130,327,319,304,279,247,210,406,393,372,346,311,510,504,491,473,449,
9,16,23,34,4,12,18,21,32,2,13,21,32,3,12,22,31,38,5,17,191,175,152,118,314,302,284,263,231,481,468,447,415,612,600,500,469,431,626,826,
4,11,20,32,4,9,16,28,0,8,17,27,36,6,17,26,33,39,1,9,196,185,185,153,349,340,324,296,496,488,588,561,611,805,655,629,479,440,639,630,
10,17,29,34,4,14,22,31,0,10,21,30,30,30,30,30,30,30,30,30,200,300,271,237,433,419,519,488,688,688,667,667,657,647,637,627,617,607,597,587,
5,12,18,23,31,35,38,5,14,24,31,35,6,17,25,33,3,12,18,26,195,183,165,142,111,76,38,233,219,195,164,129,323,173,148,348,545,533,515,489,
3,11,18,30,30,30,30,30,30,30,30,18,30,30,30,30,30,30,14,23,197,186,168,168,158,148,138,128,118,108,98,80,80,70,60,50,40,30,16,0,
10,22,34,39,5,12,21,28,36,7,14,23,33,2,9,21,28,33,5,12,200,300,266,227,422,410,389,361,461,861,847,824,724,1024,1015,994,966,1166,1361,1349,
12,19,28,34,39,4,9,16,27,31,0,8,16,22,29,0,8,11,18,25,188,169,141,107,68,264,255,239,212,181,381,373,357,207,178,378,370,359,341,316,
8,16,26,38,8,19,29,35,8,18,28,32,3,10,16,25,35,6,14,19,192,176,150,112,304,285,256,221,413,395,367,335,532,532,516,491,456,650,636,617,
10,18,21,26,33,0,4,8,16,20,26,34,39,5,15,26,31,0,8,12,200,182,161,135,235,435,431,423,407,407,381,347,308,503,488,462,431,631,623,611,
4,10,20,26,38,9,11,20,23,30,18,26,33,2,12,23,28,37,6,15,196,196,196,170,132,323,312,312,289,289,271,245,445,545,533,510,482,445,639,624,
5,15,21,26,31,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,195,180,159,133,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,13,19,23,28,34,0,9,17,28,33,35,3,12,18,27,33,4,8,15,196,183,164,141,113,79,279,270,370,342,442,407,604,592,574,547,397,593,585,570,
7,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,10,19,25,33,39,11,21,29,35,2,5,14,21,28,34,1,4,8,19,196,196,177,152,52,13,202,181,152,117,167,162,148,127,99,65,264,260,252,233,
8,15,18,21,30,30,30,30,30,30,30,30,30,12,14,23,29,29,29,29,192,177,159,138,138,128,118,108,98,88,78,68,58,46,32,9,0,0,0,0,
10,12,21,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,200,188,167,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,13,24,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,50,37,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,12,19,26,38,3,6,17,28,37,5,13,16,26,33,0,3,6,13,23,192,180,161,135,97,294,288,188,160,123,318,305,289,263,363,563,560,554,541,518,
12,22,29,0,10,23,35,2,11,19,29,0,5,16,26,31,0,10,18,24,188,238,209,409,409,386,351,601,590,571,542,742,737,721,695,664,864,864,846,822,
8,15,22,28,0,7,10,13,17,20,23,31,38,2,11,22,31,38,7,12,192,177,377,349,549,449,449,436,286,286,263,232,194,244,233,333,302,264,314,302,
8,19,24,33,2,14,23,32,3,14,21,25,27,32,35,5,10,21,31,0,192,173,149,349,649,635,612,580,777,763,742,717,690,658,623,818,818,797,766,966,
4,8,10,18,28,33,36,36,36,36,36,36,36,36,36,36,36,36,36,36,196,188,188,170,142,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,13,20,28,39,6,15,21,26,35,2,5,16,26,34,5,10,16,26,36,197,184,184,156,117,311,296,275,249,214,264,259,243,217,183,378,378,362,336,536,
10,17,28,38,8,16,26,32,2,12,22,33,5,17,24,33,38,6,17,28,200,100,72,34,226,210,184,152,452,440,340,390,585,785,761,861,823,1017,917,889,
9,17,27,38,5,11,20,29,36,4,10,19,27,32,0,4,10,17,26,31,191,91,64,26,221,210,210,181,31,227,227,208,181,149,349,345,345,245,219,188,
8,17,21,32,39,9,16,21,25,29,36,2,8,15,22,28,37,4,14,24,192,242,221,189,150,341,325,304,279,250,100,400,392,377,427,399,362,558,544,520,
7,16,26,32,39,11,21,29,0,9,18,20,33,2,13,18,29,39,7,20,300,284,258,226,187,376,355,326,526,517,499,499,599,999,986,968,939,900,1000,1000,
9,17,25,33,39,7,19,28,36,6,12,19,32,38,8,15,22,30,30,30,191,391,366,416,377,427,408,380,580,774,762,743,711,673,865,850,750,750,740,730,
4,11,17,21,31,36,1,10,18,23,32,39,6,9,16,25,33,37,2,7,196,185,235,214,183,233,432,432,414,391,359,320,514,505,489,464,314,277,527,377,
10,12,18,25,33,38,7,15,19,23,36,4,15,23,31,1,8,13,19,29,200,188,170,145,195,157,207,192,173,150,200,396,381,358,327,526,518,505,486,457,
4,9,16,24,29,36,7,15,20,23,32,36,1,4,12,19,31,38,2,8,196,187,171,147,118,168,418,403,403,380,348,248,447,443,431,412,381,343,743,735,
7,18,29,37,4,13,22,30,30,30,30,30,30,30,30,30,30,30,30,30,300,282,253,216,412,399,449,449,439,429,419,409,399,389,379,369,359,349,339,329,
9,16,25,33,2,9,11,17,21,29,37,7,20,28,38,5,17,25,33,1,191,175,150,350,650,641,630,830,809,780,743,1043,1043,1015,977,1172,1272,1247,1347,1546,
5,9,18,23,30,30,16,22,29,29,29,29,29,29,29,29,29,29,29,29,195,186,168,145,145,135,119,19,0,0,0,0,0,0,0,0,0,0,0,0,
7,18,28,0,2,10,18,28,36,3,16,25,32,2,11,15,23,27,37,0,300,282,254,454,304,304,286,258,458,655,639,614,582,982,971,956,933,906,869,1069,
11,20,28,34,4,14,24,28,34,1,11,20,24,31,36,0,7,15,19,29,189,189,161,127,323,309,285,257,223,422,411,411,387,356,206,406,256,241,222,193,
9,14,20,23,33,2,7,12,18,25,37,6,13,18,24,29,1,10,17,26,191,177,177,154,354,654,854,842,824,799,762,956,943,925,901,872,1071,1071,1171,1145,
8,15,23,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,192,177,154,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,17,24,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,200,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,10,16,18,24,33,2,14,21,29,0,9,16,22,25,32,32,32,32,32,194,194,178,160,136,36,86,72,51,22,222,213,197,47,22,0,0,0,0,0,
8,15,23,35,0,6,12,22,32,0,13,25,34,6,16,28,38,8,18,24,192,177,154,119,319,313,301,501,469,669,656,631,597,791,775,747,709,901,883,859,
10,17,27,34,4,11,18,22,30,30,22,26,29,33,39,4,16,21,27,37,200,250,223,189,385,374,356,456,456,446,646,620,591,441,402,598,582,561,534,497,
6,18,24,32,0,4,6,11,18,28,31,34,1,13,23,25,35,37,7,14,194,176,152,120,320,316,310,299,281,253,222,188,387,374,351,326,291,254,504,490,
8,14,24,35,1,9,14,16,26,28,36,3,9,16,25,29,33,2,10,15,192,178,154,119,318,309,295,279,253,225,125,322,313,297,272,243,143,243,243,228,
5,12,20,26,36,3,8,15,25,35,5,12,15,21,28,39,8,14,21,28,195,183,183,157,257,454,446,431,406,371,566,554,539,518,490,451,643,629,608,580,
8,18,24,28,34,4,13,23,31,2,7,14,17,29,33,0,9,16,24,31,192,174,150,122,88,284,271,248,217,267,117,103,303,274,374,574,565,549,525,494,
12,21,31,1,9,21,32,37,4,6,16,20,28,38,10,14,22,30,18,28,188,167,136,335,326,305,273,236,432,426,410,410,382,344,544,530,380,380,362,334,
8,16,21,25,34,0,6,10,16,24,31,34,2,9,20,26,32,35,2,7,192,176,155,130,96,296,290,290,274,250,219,185,585,576,576,550,518,483,733,583,
9,15,23,28,38,8,17,27,32,37,4,12,20,26,32,39,8,19,26,31,191,176,153,125,87,279,379,352,320,283,479,467,467,441,409,370,562,543,517,486,
8,15,19,25,30,30,30,30,30,30,30,30,30,18,24,31,31,31,31,31,192,177,158,133,133,123,113,103,93,83,73,63,53,35,11,0,0,0,0,0,
9,15,23,35,38,8,17,27,37,6,13,22,34,39,8,19,27,35,6,12,191,176,153,118,80,272,472,445,408,602,589,789,755,716,908,889,862,827,1021,1009,
4,9,14,19,23,30,30,30,30,30,30,30,30,30,30,16,20,27,27,27,196,187,173,154,131,131,121,111,101,91,81,71,61,51,41,25,25,0,0,0,
9,18,27,35,4,6,16,22,30,22,33,2,8,15,22,31,37,7,12,15,191,173,146,111,307,301,285,485,485,585,685,1085,1077,1062,1262,1231,1194,1244,1232,1217,
7,12,22,26,36,3,14,20,23,34,2,8,18,26,32,3,11,19,29,37,300,288,188,162,12,209,195,195,172,138,388,380,362,336,304,501,490,471,442,405,
11,18,29,35,8,17,27,37,6,15,26,33,3,14,20,29,1,11,16,28,189,171,142,107,299,199,172,135,329,314,288,388,585,571,571,542,741,730,714,686,
9,14,18,26,37,8,14,19,31,38,9,20,23,28,35,3,11,18,22,32,191,177,159,133,96,288,274,255,224,186,377,377,354,326,291,488,477,459,509,477,
8,19,30,30,30,30,30,30,30,30,30,30,30,22,34,38,5,10,19,25,192,173,173,163,153,143,133,123,113,103,93,83,73,173,139,101,296,296,277,252,
6,11,17,25,36,6,11,17,27,33,3,11,22,26,33,37,2,10,20,27,194,183,233,208,108,302,291,391,364,414,611,600,700,674,574,537,837,837,837,810,
9,21,29,38,6,12,22,31,0,11,18,27,31,1,7,18,28,37,6,15,191,170,141,103,297,285,485,454,654,643,625,598,567,766,966,948,920,883,1077,1062,
5,13,20,22,32,38,7,15,28,0,11,15,23,27,35,0,7,16,28,38,195,182,182,282,250,212,312,297,269,469,458,443,420,393,358,558,408,392,364,326,
8,14,18,24,32,39,6,10,14,21,29,37,39,9,18,23,29,36,6,14,192,178,160,136,104,65,259,259,245,224,195,158,119,310,292,269,240,290,484,470,
7,14,19,23,33,1,8,15,26,38,3,6,13,19,29,36,0,7,15,26,400,386,367,344,194,393,385,370,344,306,503,497,484,465,436,486,686,586,571,545,
5,13,22,29,38,7,16,27,37,8,12,18,27,33,3,16,23,33,1,13,195,182,232,203,165,465,449,422,385,577,565,547,520,620,817,801,778,978,1177,1164,
8,13,23,30,30,30,22,28,34,38,10,17,23,31,0,8,14,21,26,34,192,179,156,156,146,136,236,208,174,136,336,536,513,482,682,674,660,639,613,579,
